movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
12849,927342,tt27118357,Amaran,அமரன்,20241031,ta,169.0,Released,14700000.0,Action,Drama,,90,4.3387,7.396,250.0,"Raajkamal Films International, Sony Pictures International Productions",1.4108,1.3804400000000001,2.6469,20241031,2024-10-31,31,10,October,2024,43,Thursday,TP,,393431.0,bom,https://www.boxofficemojo.com/title/tt27118357/,"Raajkamal Films International, Sony Pictures International Productions",1,1,,1,26,1813627.0
12850,927547,tt32086077,All We Imagine as Light,പ്രഭയായ് നിനച്ചതെല്ലാം,20240921,ml,118.0,Released,0.0,Drama,Romance,,78,1.3318,6.823,218.0,"petit chaos, Chalk and Cheese, ARTE France Cinéma, BALDR Film, Another Birth, Les Films Fauves, Pulpa Film",1.853,0.98932,1.6954,20240921,2024-09-21,21,9,September,2024,37,Saturday,NR,,46876.0,bom,https://www.boxofficemojo.com/title/tt32086077/,"ARTE France Cinéma, Another Birth, BALDR Film, Chalk and Cheese, Les Films Fauves, Pulpa Film, petit chaos",1,8,,1,35,16278.0
12851,927594,tt18235306,Love Life,LOVE LIFE,20220909,ja,123.0,Released,0.0,Drama,,,11,0.9166,7.228,101.0,"Chipangu, Nagoya Broadcasting Network, Comme des Cinémas, MK2 Films, Oscilloscope, Stardust Pictures, The Asahi Shimbun, Elephant House, Lotus Wise Partners, MAM FILM",0.2767,0.80586,1.2912,20220909,2022-09-09,9,9,September,2022,36,Friday,12A,,1782.0,bom,https://www.boxofficemojo.com/title/tt18235306/,"Chipangu, Comme des Cinémas, Elephant House, Lotus Wise Partners, MAM FILM, MK2 Films, Nagoya Broadcasting Network, Oscilloscope, Stardust Pictures, The Asahi Shimbun",1,14,164541.0,1,40,2899656.0
12852,928015,tt17042714,Dracula: The Original Living Vampire,Dracula: The Original Living Vampire,20220128,en,86.0,Released,0.0,Horror,Fantasy,,78,0.6844,5.112,112.0,"The Asylum, The Global Asylum, LLC.",1.5155,0.7554399999999999,1.7284,20220128,2022-01-28,28,1,January,2022,4,Friday,NR,,,,,"The Asylum, The Global Asylum, LLC.",1,5,,1,177,6820100.0
12853,927855,tt14486678,Love Tactics,Aşk Taktikleri,20220211,tr,97.0,Released,0.0,Romance,Comedy,Love Tactics Collection,8,2.0988,7.11,326.0,Lanistar Media,0.1961,2.5456399999999997,7.1871,20220211,2022-02-11,11,2,February,2022,6,Friday,12,,,,,Lanistar Media,1,1,,1,2,384475.0
12854,928123,tt16194408,The Battle at Lake Changjin II: Water Gate Bridge,长津湖之水门桥,20220201,zh,149.0,Released,200000000.0,War,History,The Battle at Lake Changjin Collection,72,1.9629,6.3,90.0,"Bona Film Group, Distribution Workshop, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects, China Film Group Corporation",1.9476,2.58018,4.8718,20220201,2022-02-01,1,2,February,2022,5,Tuesday,MA15+,,42707.0,bom,https://www.boxofficemojo.com/title/tt16194408/,"Alibaba Pictures Group, Bona Film Group, China Film Group Corporation, Distribution Workshop, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects",1,43,105768.0,1,40,75302.0
12855,928204,tt10515720,Champagne !,Champagne !,20220608,fr,100.0,Released,0.0,Comedy,,,92,0.8461,5.201,102.0,"M6 Films, SND, Radar Films, Dog One Production",1.6346,0.56676,1.0497,20220608,2022-06-08,8,6,June,2022,23,Wednesday,U,,738483.0,bom,https://www.boxofficemojo.com/title/tt10515720/,"Dog One Production, M6 Films, Radar Films, SND",1,13,5149317.0,1,78,697141.0
12856,928202,tt14504294,The Tasting,La Dégustation,20220831,fr,92.0,Released,0.0,Comedy,Romance,,8,1.0431,6.017,115.0,"France 2 Cinéma, StudioCanal, SCOPE Pictures, Mandarin Cinéma",0.1847,0.46682000000000007,0.6787,20220831,2022-08-31,31,8,August,2022,35,Wednesday,12,,731332.0,bom,https://www.boxofficemojo.com/title/tt14504294/,"France 2 Cinéma, Mandarin Cinéma, SCOPE Pictures, StudioCanal",1,8,1253363.0,1,74,94770.0
12857,928270,tt17291716,Heatwave,Heatwave,20220117,en,100.0,Released,0.0,Thriller,Drama,,83,1.5535,6.237,158.0,"All Canadian Entertainment, Motion Picture Corporation of America, Brad Krevoy Television, Lighthouse Pictures",0.2813,1.36912,1.9782,20220117,2022-01-17,17,1,January,2022,3,Monday,R,,,,,"All Canadian Entertainment, Brad Krevoy Television, Lighthouse Pictures, Motion Picture Corporation of America",1,21,1738.0,1,19,243379.0
12858,928217,tt17049070,Two Of A Kind,Jumeaux mais pas trop,20220928,fr,98.0,Released,6200000.0,Comedy,,,8,0.3248,5.758,153.0,Nac Films,0.83045,0.9361200000000001,1.9812,20220928,2022-09-28,28,9,September,2022,39,Wednesday,12,,20799.0,bom,https://www.boxofficemojo.com/title/tt17049070/,Nac Films,1,6,,1,17,1457218.0
12859,928344,tt17076046,Weird: The Al Yankovic Story,Weird: The Al Yankovic Story,20220908,en,108.0,Released,12000000.0,Music,Comedy,,80,2.4669,6.716,582.0,"Tango Entertainment, Funny or Die, Ear Booker Productions, Famous Andy's",1.7803,2.1186599999999998,4.7576,20220908,2022-09-08,8,9,September,2022,36,Thursday,PG-13,,,,,"Ear Booker Productions, Famous Andy's, Funny or Die, Tango Entertainment",1,6,,1,46,30453269.0
12860,928381,tt14465894,Restless,Sans répit,20220225,fr,95.0,Released,0.0,Action,Thriller,,83,1.5793,6.089,409.0,"Bright Lights Films, uMedia, Mahi Films",0.3371,0.7333999999999999,1.4042,20220225,2022-02-25,25,2,February,2022,8,Friday,R,,,,,"Bright Lights Films, Mahi Films, uMedia",0,0,,1,23,1364942.0
12861,928480,tt3954936,Monster Summer,Monster Summer,20241004,en,98.0,Released,0.0,Adventure,Fantasy,,80,6.3811,6.222,159.0,"Nickel City Pictures, Novo Media Group, Pasttime Pictures",1.1238,3.64332,8.5413,20241004,2024-10-04,4,10,October,2024,39,Friday,PG-13,,658025.0,bom,https://www.boxofficemojo.com/title/tt3954936/,"Nickel City Pictures, Novo Media Group, Pasttime Pictures",1,1,,1,100,46219.0
12862,929170,tt16491324,Honor Society,Honor Society,20220723,en,98.0,Released,20000000.0,Comedy,,,83,3.6583,7.463,423.0,"Awesomeness Films, Guardian Pictures",0.5794,1.8102800000000001,3.8072,20220723,2022-07-23,23,7,July,2022,29,Saturday,R,,,,,"Awesomeness Films, Guardian Pictures",1,1,,1,17,260138569.0
12863,928720,tt17097088,Return to Dust,隐入尘烟,20220708,zh,133.0,Released,0.0,Drama,Romance,,78,0.772,7.263,200.0,"Aranya Pictures, Beijing J.Q. Spring Pictures, Gansu Qizi Culture & Media, Hangzhou Qinzizai, Hucheng No.7 Films, Such A Good Film, Beijing Alibaba Pictures Culture, Anhui Xinmeng Culture Media, Beijing Kaixiu Cultural Media, Kenuo Television Media, China Film Co-Production 中国电影合作制片 (CFCC)",1.1122,0.41980000000000006,0.5904,20220708,2022-07-08,8,7,July,2022,27,Friday,NR,,2272.0,bom,https://www.boxofficemojo.com/title/tt17097088/,"Anhui Xinmeng Culture Media, Aranya Pictures, Beijing Alibaba Pictures Culture, Beijing J.Q. Spring Pictures, Beijing Kaixiu Cultural Media, China Film Co-Production 中国电影合作制片 (CFCC), Gansu Qizi Culture & Media, Hangzhou Qinzizai, Hucheng No.7 Films, Kenuo Television Media, Such A Good Film",1,6,105016.0,1,1,9057.0
12864,929204,tt17163970,Wallace & Gromit: Vengeance Most Fowl,Wallace & Gromit: Vengeance Most Fowl,20241218,en,79.0,Released,0.0,Family,Comedy,,79,5.108,7.467,614.0,Aardman,1.5219,1.15256,1.4389,20241218,2024-12-18,18,12,December,2024,50,Wednesday,PG,,191452.0,bom,https://www.boxofficemojo.com/title/tt17163970/,Aardman,1,23,3190525.0,1,13,3190525.0
12865,929590,tt17279496,Civil War,Civil War,20240410,en,109.0,Released,50000000.0,War,Action,,83,9.6231,6.845,4131.0,"DNA Films, IPR.VC, A24",1.3107,2.7593,5.9544,20240410,2024-04-10,10,4,April,2024,14,Wednesday,R,,25537368.0,bom,https://www.boxofficemojo.com/title/tt17279496/,"A24, DNA Films, IPR.VC",1,3,3293030.0,1,76,135551.0
12866,929340,tt17220704,A Christmas Story Christmas,A Christmas Story Christmas,20221208,en,102.0,Released,0.0,Comedy,Family,A Christmas Story Collection,79,1.0632,6.365,156.0,"Wild West Picture Show Productions, Legendary Pictures, Toberoff Productions",0.2772,2.4268,7.055,20221208,2022-12-08,8,12,December,2022,49,Thursday,PG,,,,,"Legendary Pictures, Toberoff Productions, Wild West Picture Show Productions",1,4,38155177.0,1,27,92579212.0
12867,929831,tt17375596,The Empire,L'Empire,20240221,fr,110.0,Released,8789000.0,Science Fiction,Comedy,,8,0.7477,4.789,97.0,"Tessalit Productions, Red Balloon Film, Ascent Film, Novak Prod, Rosa Filmes, Furyo Films",1.7131,1.5565600000000002,3.2514,20240221,2024-02-21,21,2,February,2024,7,Wednesday,12,,2526.0,bom,https://www.boxofficemojo.com/title/tt17375596/,"Ascent Film, Furyo Films, Novak Prod, Red Balloon Film, Rosa Filmes, Tessalit Productions",1,11,5811.0,1,27,4742459.0
12868,930094,tt10172266,"Red, White & Royal Blue","Red, White & Royal Blue",20230727,en,118.0,Released,0.0,Comedy,Romance,"Red, White & Royal Blue Collection",83,8.8193,7.938,1507.0,"Amazon Studios, Berlanti Productions",0.458,2.85578,7.4063,20230727,2023-07-27,27,7,July,2023,30,Thursday,R,,,,,"Amazon Studios, Berlanti Productions",0,0,,1,6,
12869,930564,tt17351924,Saltburn,Saltburn,20231116,en,131.0,Released,20000000.0,Drama,Comedy,,83,7.597,6.963,2818.0,"LuckyChap Entertainment, MRC, Lie Still",3.5411,6.22292,16.5304,20231116,2023-11-16,16,11,November,2023,46,Thursday,R,,322651.0,bom,https://www.boxofficemojo.com/title/tt17351924/,"Lie Still, LuckyChap Entertainment, MRC",1,2,719305.0,1,31,184454.0
12870,930921,tt17374778,Strangeness,La stranezza,20221027,it,103.0,Released,0.0,Comedy,History,,89,0.6928,6.845,352.0,"BiBi Film, Indie Prod, Tramp, Medusa Film, RAI Cinema",2.2062,0.51254,1.1451,20221027,2022-10-27,27,10,October,2022,43,Thursday,T,,1102429.0,bom,https://www.boxofficemojo.com/title/tt17374778/,"BiBi Film, Indie Prod, Medusa Film, RAI Cinema, Tramp",1,11,174191.0,1,58,154902.0
12871,930600,tt4196566,The Deliverance,The Deliverance,20240816,en,111.0,Released,0.0,Horror,Thriller,,83,2.9164,5.976,528.0,"Tucker Tooley Entertainment, Turn Left Productions, Lee Daniels Entertainment",0.8195,2.66338,5.8037,20240816,2024-08-16,16,8,August,2024,32,Friday,R,,,,,"Lee Daniels Entertainment, Tucker Tooley Entertainment, Turn Left Productions",1,5,268903.0,1,11,268903.0
12872,931102,tt15430628,Ride On,龙马精神,20230407,zh,126.0,Released,0.0,Action,Comedy,,8,3.0379,7.2,395.0,"Alibaba Pictures Group, Hairun Pictures Company, Fosun Pictures, Hengdian Entertainment, Golden Network Asia, China Film Group Corporation",1.3076,6.405140000000001,23.1732,20230407,2023-04-07,7,4,April,2023,14,Friday,12,,64759.0,bom,https://www.boxofficemojo.com/title/tt15430628/,"Alibaba Pictures Group, China Film Group Corporation, Fosun Pictures, Golden Network Asia, Hairun Pictures Company, Hengdian Entertainment",1,4,9572.0,1,181,3500000.0
12873,931346,tt17677178,Who Invited Them,Who Invited Them,20220605,en,80.0,Released,0.0,Horror,Thriller,,22,0.2883,5.457,82.0,,0.0478,1.1418399999999997,1.5383,20220605,2022-06-05,5,6,June,2022,23,Sunday,16,,,,,,1,2,,1,31,46622.0
12874,931349,tt17489650,Ash,Ash,20250320,en,95.0,Released,0.0,Horror,Science Fiction,,83,3.6567,5.176,411.0,"XYZ Films, Echo Lake Entertainment, GFC Films, IPR.VC, Brainfeeder Films",0.2984,2.86486,6.5844,20250320,2025-03-20,20,3,March,2025,11,Thursday,R,,689144.0,bom,https://www.boxofficemojo.com/title/tt17489650/,"Brainfeeder Films, Echo Lake Entertainment, GFC Films, IPR.VC, XYZ Films",1,3,,1,20,8913698.0
12875,931628,tt16491560,A Sacrifice,A Sacrifice,20240628,en,94.0,Released,0.0,Thriller,Horror,,83,1.5691,5.634,119.0,"Augenschein Filmproduktion, Logical Content Ventures, WeFadeToGrey, LAVAlabs Moving Images, Magic Media Productions, Scott Free Productions",0.7726,3.8584400000000003,13.5281,20240628,2024-06-28,28,6,June,2024,25,Friday,R,,5460.0,bom,https://www.boxofficemojo.com/title/tt16491560/,"Augenschein Filmproduktion, LAVAlabs Moving Images, Logical Content Ventures, Magic Media Productions, Scott Free Productions, WeFadeToGrey",1,5,9467.0,1,37,36609.0
12876,931642,tt16368898,Lights Out,Lights Out,20240216,en,90.0,Released,7000000.0,Action,Thriller,,83,2.0675,6.914,139.0,"Firebrand, The Exchange",0.1978,2.5745,4.4353,20240216,2024-02-16,16,2,February,2024,6,Friday,R,,,,,"Firebrand, The Exchange",1,14,1650.0,1,68,26703.0
12877,931935,tt14803538,The Extortion,La extorsión,20230406,es,105.0,Released,0.0,Thriller,Crime,,1,0.5691,7.3,148.0,"100 Bares, Cimarrón Cine, Infinity Hill",0.4001,1.72912,4.8308,20230406,2023-04-06,6,4,April,2023,14,Thursday,+13,,51946.0,bom,https://www.boxofficemojo.com/title/tt14803538/,"100 Bares, Cimarrón Cine, Infinity Hill",1,2,,1,39,27346.0
12878,931944,tt29141112,The Devil's Bath,Des Teufels Bad,20240308,de,121.0,Released,0.0,Drama,Mystery,,22,1.5898,6.573,157.0,"Ulrich Seidl Filmproduktion, Heimatfilm, Coop99 Filmproduktion",1.5203,0.96096,2.3856,20240308,2024-03-08,8,3,March,2024,9,Friday,16,,1536.0,bom,https://www.boxofficemojo.com/title/tt29141112/,"Coop99 Filmproduktion, Heimatfilm, Ulrich Seidl Filmproduktion",1,7,76251.0,1,3,
12879,932086,tt17505010,Horizon: An American Saga - Chapter 1,Horizon: An American Saga - Chapter 1,20240626,en,182.0,Released,50000000.0,Western,Drama,Horizon: An American Saga Collection,83,3.7397,6.833,624.0,Territory Pictures,6.4842,3.6558599999999997,6.4842,20240626,2024-06-26,26,6,June,2024,25,Wednesday,R,,11052561.0,bom,https://www.boxofficemojo.com/title/tt17505010/,Territory Pictures,1,3,14047781.0,1,99,4000470.0
12880,931954,tt15676664,Venus,Venus,20221202,es,101.0,Released,0.0,Drama,Horror,,83,1.2247,6.2,268.0,Pokeepsie Films,0.44,0.7757400000000001,2.3532,20221202,2022-12-02,2,12,December,2022,48,Friday,R,,,,,Pokeepsie Films,1,17,689382.0,1,4,568337.0
12881,932420,tt14764464,Code 8 Part II,Code 8 Part II,20240227,en,101.0,Released,0.0,Science Fiction,Action,Code 8 Collection,83,2.4151,6.358,674.0,"XYZ Films, Collective Pictures",1.9609,1.4266599999999998,2.4767,20240227,2024-02-27,27,2,February,2024,8,Tuesday,R,,,,,"Collective Pictures, XYZ Films",1,6,93194.0,1,28,7773.0
12882,932430,tt17321230,Prom Pact,Prom Pact,20230330,en,98.0,Released,0.0,Romance,Comedy,,80,3.5558,7.203,180.0,"The Detective Agency, Rotten Eggs Productions, Bowen and Sons, Bear Claw Productions, Disney Branded Television",0.2256,1.4807,3.5394,20230330,2023-03-30,30,3,March,2023,13,Thursday,PG-13,,,,,"Bear Claw Productions, Bowen and Sons, Disney Branded Television, Rotten Eggs Productions, The Detective Agency",1,1,,1,1,
12883,933090,tt17521612,Starve Acre,Starve Acre,20240726,en,98.0,Released,0.0,Horror,Drama,,78,1.3728,5.989,95.0,"House Productions, Brainstorm Media, BBC Film, BFI, Access Entertainment",0.1375,1.02488,2.3497,20240726,2024-07-26,26,7,July,2024,29,Friday,NR,,81265.0,bom,https://www.boxofficemojo.com/title/tt17521612/,"Access Entertainment, BBC Film, BFI, Brainstorm Media, House Productions",1,2,86503.0,1,60,135476.0
12884,933131,tt29722855,Badland Hunters,황야,20240126,ko,107.0,Released,0.0,Action,Adventure,Concrete Utopia Collection,83,4.6237,6.728,789.0,"Climax Studios, Big Punch Pictures, Nova Film",1.0166,1.9583199999999998,3.3137,20240126,2024-01-26,26,1,January,2024,3,Friday,R,,,,,"Big Punch Pictures, Climax Studios, Nova Film",0,0,,1,66,192568.0
12885,933419,tt15339570,Champions,Champions,20230309,en,124.0,Released,0.0,Comedy,Drama,,80,2.8412,6.722,482.0,"Gold Circle Films, Focus Features",0.4494,2.62256,5.7566,20230309,2023-03-09,9,3,March,2023,10,Thursday,PG-13,,5148740.0,bom,https://www.boxofficemojo.com/title/tt15339570/,"Focus Features, Gold Circle Films",1,11,36111775.0,1,131,214602.0
12886,933260,tt17526714,The Substance,The Substance,20240907,en,141.0,Released,17500000.0,Horror,Science Fiction,,83,20.7439,7.134,5715.0,"Working Title Films, Blacksmith, Working Title Films",1.557,4.10106,8.6372,20240907,2024-09-07,7,9,September,2024,35,Saturday,R,,3205212.0,bom,https://www.boxofficemojo.com/title/tt17526714/,"Blacksmith, Working Title Films",1,3,45924.0,1,67,10252.0
12887,933490,tt17538632,Hot Milk,Hot Milk,20250528,en,93.0,Released,0.0,Drama,,,1,4.2246,5.815,81.0,"Bonnie Productions, Never Sleep Pictures, Heretic",0.5272,1.77258,3.9271,20250528,2025-05-28,28,5,May,2025,21,Wednesday,+13,,42185.0,bom,https://www.boxofficemojo.com/title/tt17538632/,"Bonnie Productions, Heretic, Never Sleep Pictures",0,0,,1,9,162022044.0
12888,933547,tt17044594,Into the Wind,Pod wiatr,20220210,pl,108.0,Released,0.0,Drama,Romance,,14,0.3945,5.4,100.0,"RE STUDIO, House Media Company",0.9493,0.9652799999999999,2.0413,20220210,2022-02-10,10,2,February,2022,6,Thursday,14,,,,,"House Media Company, RE STUDIO",1,2,,1,6,3564.0
12889,934131,tt14557188,Soft & Quiet,Soft & Quiet,20221104,en,91.0,Released,0.0,Horror,Thriller,,83,0.801,6.426,202.0,"Second Grade Teacher Productions, Blumhouse Productions",0.9619,0.92918,1.7054,20221104,2022-11-04,4,11,November,2022,44,Friday,R,,2976.0,bom,https://www.boxofficemojo.com/title/tt14557188/,"Blumhouse Productions, Second Grade Teacher Productions",1,4,,1,23,14147.0
12890,934194,tt9050310,Slash/Back,Slash/Back,20220624,en,87.0,Released,0.0,Science Fiction,Action,,18,2.7201,6.314,86.0,"Good Question Media, Mixtape VR, Red Marrow Media, Scythia Films, Stellar Citizens",0.8683,0.22359999999999997,0.4185,20220624,2022-06-24,24,6,June,2022,25,Friday,15,,,,,"Good Question Media, Mixtape VR, Red Marrow Media, Scythia Films, Stellar Citizens",1,3,,0,0,
12891,934207,tt9602472,Sissy,Sissy,20221103,en,102.0,Released,0.0,Horror,Comedy,,78,3.6067,6.159,170.0,"DEMS Entertainment, Dog Park Pictures, Arcadia",0.92555,1.4766,3.14,20221103,2022-11-03,3,11,November,2022,44,Thursday,NR,,23437.0,bom,https://www.boxofficemojo.com/title/tt9602472/,"Arcadia, DEMS Entertainment, Dog Park Pictures",1,2,4245.0,1,6,19054.0
12892,934287,tt17595262,The Last Client,Klienten,20220620,da,95.0,Released,0.0,Thriller,Crime,,22,2.4784,7.228,173.0,Deluca Film,0.1619,0.79618,1.0596,20220620,2022-06-20,20,6,June,2022,25,Monday,16,,18554.0,bom,https://www.boxofficemojo.com/title/tt17595262/,Deluca Film,1,5,33145.0,1,15,39921.0
12893,934433,tt17663992,Scream VI,Scream VI,20230308,en,123.0,Released,33000000.0,Horror,Thriller,Scream Collection,83,15.4847,6.97,3041.0,"Radio Silence, Project X Entertainment, Spyglass Media Group, Paramount Pictures",1.81465,4.198980000000001,13.5969,20230308,2023-03-08,8,3,March,2023,10,Wednesday,R,,44447270.0,bom,https://www.boxofficemojo.com/title/tt17663992/,"Paramount Pictures, Project X Entertainment, Radio Silence, Spyglass Media Group",1,5,30018805.0,1,9,110106.0
12894,934323,tt11178402,Mickey: The Story of a Mouse,Mickey: The Story of a Mouse,20220319,en,89.0,Released,0.0,Documentary,,,79,2.0867,7.0,88.0,"Tremolo Productions, ABC News Studios",1.5971,0.45064000000000004,0.7892,20220319,2022-03-19,19,3,March,2022,11,Saturday,PG,,,,,"ABC News Studios, Tremolo Productions",1,2,4403.0,1,4,
12895,934456,tt17676734,Americana,Americana,20250815,en,107.0,Released,9000000.0,Crime,Thriller,,83,5.1948,6.228,116.0,"Bron Studios, Creative Wealth Media Finance, Saks Picture Company, Rhea Films, Hercules Film Fund",0.704,13.868,35.8969,20250815,2025-08-15,15,8,August,2025,32,Friday,R,,,,,"Bron Studios, Creative Wealth Media Finance, Hercules Film Fund, Rhea Films, Saks Picture Company",0,0,,1,38,1048374.0
12896,934506,tt21348598,A Real Job,Un métier sérieux,20230913,fr,100.0,Released,8200000.0,Comedy,Drama,,33,0.9374,6.293,268.0,"31 Juin Films, Les Films du Parc, France 2 Cinéma, Le Pacte, Les Films De Benjamin, Canal+, Ciné+, France Télévisions",0.362,1.6289000000000002,4.3085,20230913,2023-09-13,13,9,September,2023,37,Wednesday,7,,1330717.0,bom,https://www.boxofficemojo.com/title/tt21348598/,"31 Juin Films, Canal+, Ciné+, France 2 Cinéma, France Télévisions, Le Pacte, Les Films De Benjamin, Les Films du Parc",1,4,2222791.0,1,38,457474.0
12897,934584,tt17677434,Rich Flu,La fiebre de los ricos,20241212,es,116.0,Released,0.0,Thriller,Science Fiction,,71,1.7023,5.276,107.0,"Nostromo Pictures, Rich Flu, Basque Films, Mamma Team Productions, Fabula, Mogambo Films",0.8008,1.9785400000000002,4.7956,20241212,2024-12-12,12,12,December,2024,49,Thursday,MA 15+,,73613.0,bom,https://www.boxofficemojo.com/title/tt17677434/,"Basque Films, Fabula, Mamma Team Productions, Mogambo Films, Nostromo Pictures, Rich Flu",1,4,82277.0,1,45,33010017.0
12898,934632,tt23137904,Rebel Moon - Part Two: The Scargiver,Rebel Moon - Part Two: The Scargiver,20240419,en,121.0,Released,83000000.0,Science Fiction,Action,Rebel Moon Collection,80,3.8557,6.055,1415.0,"The Stone Quarry, Grand Electric",3.784,2.72578,6.0424,20240419,2024-04-19,19,4,April,2024,15,Friday,PG-13,,,,,"Grand Electric, The Stone Quarry",1,16,93842239.0,1,25,17473540.0
12899,934756,tt15463032,Love in the Villa,Love in the Villa,20220901,en,114.0,Released,0.0,Romance,Comedy,,6,0.7629,6.013,389.0,"Grumpy Entertainment, Off Camera Entertainment",0.3172,1.11982,1.9782,20220901,2022-09-01,1,9,September,2022,35,Thursday,10,,,,,"Grumpy Entertainment, Off Camera Entertainment",1,7,12972.0,1,21,243379.0
