movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
12785,915523,tt12024308,Wildflower,Wildflower,20230317,en,105.0,Released,0.0,Comedy,Drama,,83,2.4667,7.436,110.0,"Entertainment One, Hunting Lane Films, Limelight, Morning Moon Productions",1.0002,4.658620000000001,11.9837,20230317,2023-03-17,17,3,March,2023,11,Friday,R,,,,,"Entertainment One, Hunting Lane Films, Limelight, Morning Moon Productions",0,0,,1,17,190523.0
12786,915831,tt15128068,"Monica, O My Darling","मोनिका, ओ माय डार्लिंग",20221111,hi,129.0,Released,0.0,Crime,Comedy,,83,0.8038,6.95,100.0,Matchbox Shots,1.9807,1.7117200000000001,2.2525,20221111,2022-11-11,11,11,November,2022,45,Friday,R,,,,,Matchbox Shots,1,4,10888.0,1,42,113581.0
12787,915931,tt15329224,Revoir Paris,Revoir Paris,20220907,fr,103.0,Released,0.0,Drama,,,8,1.1645,7.079,340.0,"Dharamsala, France 3 Cinéma, Pathé, Darius Films",0.4467,1.69274,3.0858,20220907,2022-09-07,7,9,September,2022,36,Wednesday,12,,7682.0,bom,https://www.boxofficemojo.com/title/tt15329224/,"Darius Films, Dharamsala, France 3 Cinéma, Pathé",1,6,323893.0,1,46,125408.0
12788,915935,tt17009710,Anatomy of a Fall,Anatomie d'une chute,20230823,fr,151.0,Released,6700000.0,Thriller,Mystery,,83,6.5312,7.53,3154.0,"Les Films de Pierre, Les Films Pelléas, France 2 Cinéma, Auvergne-Rhône-Alpes Cinéma",1.2769,1.29718,2.4724,20230823,2023-08-23,23,8,August,2023,34,Wednesday,R,,117848.0,bom,https://www.boxofficemojo.com/title/tt17009710/,"Auvergne-Rhône-Alpes Cinéma, France 2 Cinéma, Les Films Pelléas, Les Films de Pierre",1,7,661219.0,1,34,13176.0
12789,915980,tt13273800,Sun and Concrete,Sonne und Beton,20230302,de,119.0,Released,0.0,Crime,Drama,,8,0.4489,6.991,116.0,"Seven Elephants, Constantin Film",1.9578,0.7724,1.2874,20230302,2023-03-02,2,3,March,2023,9,Thursday,12,,1915974.0,bom,https://www.boxofficemojo.com/title/tt13273800/,"Constantin Film, Seven Elephants",1,5,5022.0,0,0,
12790,916053,tt16233952,Something from Tiffany's,Something from Tiffany's,20221208,en,87.0,Released,0.0,Romance,Comedy,,79,1.2621,6.667,309.0,"Hello Sunshine, Amazon Studios, CatchLight Studios",1.6932,1.8018999999999998,3.425,20221208,2022-12-08,8,12,December,2022,49,Thursday,PG,,,,,"Amazon Studios, CatchLight Studios, Hello Sunshine",1,8,16104.0,1,21,1499730.0
12791,916192,tt17382524,"The Tunnel to Summer, the Exit of Goodbyes",夏へのトンネル、さよならの出口,20220909,ja,83.0,Released,0.0,Animation,Drama,,80,4.3905,7.674,258.0,"CLAP, Pony Canyon, Shogakukan, Sotsu, STUDIO MAUSU, Kansai Television",0.6391,0.69322,0.9229,20220909,2022-09-09,9,9,September,2022,36,Friday,PG-13,,76473.0,bom,https://www.boxofficemojo.com/title/tt17382524/,"CLAP, Kansai Television, Pony Canyon, STUDIO MAUSU, Shogakukan, Sotsu",1,5,28253.0,1,6,402043.0
12792,916224,tt16428256,Suzume,すずめの戸締まり,20221111,ja,122.0,Released,13000000.0,Animation,Drama,,79,8.0013,7.892,1664.0,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",2.6872,1.25848,1.9913,20221111,2022-11-11,11,11,November,2022,45,Friday,PG,,5001705.0,bom,https://www.boxofficemojo.com/title/tt16428256/,"Aniplex, CoMix Wave Films, KADOKAWA, Lawson Entertainment, Story, TOHO, jeki, voque ting",1,15,1808533.0,1,8,3744712.0
12793,916405,tt15109082,The Quiet Girl,An Cailín Ciúin,20220512,ga,94.0,Released,1.0,Drama,,,68,3.7505,7.514,546.0,"Inscéal, Fís Éireann/Screen Ireland, TG4",1.0882,0.85236,1.3707,20220512,2022-05-12,12,5,May,2022,19,Thursday,M,,59149.0,bom,https://www.boxofficemojo.com/title/tt15109082/,"Fís Éireann/Screen Ireland, Inscéal, TG4",1,8,,0,0,
12794,916401,tt14807348,Watch the Skies,UFO Sweden,20221225,sv,116.0,Released,0.0,Science Fiction,Adventure,,80,2.9095,6.074,129.0,"Crazy Pictures, Film i Väst, SF Studios, SVT",1.7893,0.8203000000000001,2.4883,20221225,2022-12-25,25,12,December,2022,52,Sunday,PG-13,,5415.0,bom,https://www.boxofficemojo.com/title/tt14807348/,"Crazy Pictures, Film i Väst, SF Studios, SVT",1,17,,1,4,
12795,916605,tt15275256,The Infernal Machine,The Infernal Machine,20220923,en,107.0,Released,0.0,Thriller,Mystery,,83,1.4549,6.207,288.0,"Filmology Finance, Moviebox",0.4352,2.41248,3.6617,20220923,2022-09-23,23,9,September,2022,38,Friday,R,,20272.0,bom,https://www.boxofficemojo.com/title/tt15275256/,"Filmology Finance, Moviebox",1,3,,1,77,3113298.0
12796,916719,tt15438542,Code Name Banshee,Code Name Banshee,20220701,en,93.0,Released,0.0,Action,Thriller,,78,1.7946,5.7,142.0,"Yale Productions, BondIt Media Capital, Buffalo 8 Productions",0.4006,1.70886,4.2044,20220701,2022-07-01,1,7,July,2022,26,Friday,NR,,35621.0,bom,https://www.boxofficemojo.com/title/tt15438542/,"BondIt Media Capital, Buffalo 8 Productions, Yale Productions",1,13,7335.0,1,37,64547.0
12797,916728,tt12616480,Slingshot,Slingshot,20240830,en,109.0,Released,0.0,Science Fiction,Thriller,,83,3.1552,6.173,222.0,"Bluestone Entertainment, Filmsquad, Széchenyi Funds, WME Independent",1.2933,1.9243399999999997,3.1717,20240830,2024-08-30,30,8,August,2024,34,Friday,R,,491796.0,bom,https://www.boxofficemojo.com/title/tt12616480/,"Bluestone Entertainment, Filmsquad, Széchenyi Funds, WME Independent",1,17,16994.0,1,48,11098.0
12798,916740,tt13978306,Brazen,Brazen,20220113,en,94.0,Released,0.0,Thriller,Mystery,,14,0.9111,4.784,398.0,Mandalay Pictures,0.7344,1.5414,3.623,20220113,2022-01-13,13,1,January,2022,2,Thursday,14,,,,,Mandalay Pictures,1,20,,1,52,283399.0
12799,916821,tt14174168,Gasoline Alley,Gasoline Alley,20220225,en,97.0,Released,0.0,Action,Thriller,,83,1.7036,4.928,139.0,"308 Enterprises, Highland Film Group, BondIt, Head Gear Films, Metrol Technology, Yale Productions",0.3382,2.40746,5.4947,20220225,2022-02-25,25,2,February,2022,8,Friday,R,,15779.0,bom,https://www.boxofficemojo.com/title/tt14174168/,"308 Enterprises, BondIt, Head Gear Films, Highland Film Group, Metrol Technology, Yale Productions",1,4,9703.0,1,38,1581.0
12800,917007,tt4896168,Bed Rest,Bed Rest,20230210,en,90.0,Released,0.0,Horror,,,83,1.8587,6.211,261.0,"STXfilms, Project X Entertainment, BondIt Media Capital",0.5843,1.5036399999999999,2.256,20230210,2023-02-10,10,2,February,2023,6,Friday,R,,110106.0,bom,https://www.boxofficemojo.com/title/tt4896168/,"BondIt Media Capital, Project X Entertainment, STXfilms",0,0,,1,8,30018805.0
12801,917281,tt23035872,Into the Abyss,Me encontrarás en lo profundo del abismo,20230706,es,104.0,Released,1500.0,Horror,Drama,,1,0.3475,6.429,92.0,"Brainstorming Films, Black Mandala",0.4028,0.89216,2.6524,20230706,2023-07-06,6,7,July,2023,27,Thursday,+13,,,,,"Black Mandala, Brainstorming Films",1,5,,1,1,
12802,918044,tt17009856,Winter Boy,Le Lycéen,20221130,fr,123.0,Released,4600000.0,Drama,,,76,0.5373,6.649,94.0,"Les Films Pelléas, France 2 Cinéma",1.6324,1.4357399999999998,3.302,20221130,2022-11-30,30,11,November,2022,48,Wednesday,NC-17,,230312.0,bom,https://www.boxofficemojo.com/title/tt17009856/,"France 2 Cinéma, Les Films Pelléas",1,20,6559.0,1,2,35775.0
12803,917496,tt2049403,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,20240904,en,105.0,Released,99000000.0,Comedy,Fantasy,Beetlejuice Collection,80,10.3881,6.944,2986.0,"Warner Bros. Pictures, Geffen Pictures, Plan B Entertainment, Tim Burton Productions, Tommy Harper Productions, Domain Entertainment",3.496,6.379160000000001,13.5969,20240904,2024-09-04,4,9,September,2024,35,Wednesday,PG-13,,111003345.0,bom,https://www.boxofficemojo.com/title/tt2049403/,"Domain Entertainment, Geffen Pictures, Plan B Entertainment, Tim Burton Productions, Tommy Harper Productions, Warner Bros. Pictures",1,31,45990748.0,1,89,122037.0
12804,919207,tt22507524,12.12: The Day,서울의 봄,20231122,ko,142.0,Released,0.0,Drama,Thriller,,68,3.4144,7.493,143.0,Hive Media Corp,0.4746,1.20642,1.7449,20231122,2023-11-22,22,11,November,2023,47,Wednesday,M,,10769.0,bom,https://www.boxofficemojo.com/title/tt22507524/,Hive Media Corp,1,8,21253.0,1,45,2254.0
12805,919570,tt18550182,R.M.N.,R.M.N.,20220603,ro,125.0,Released,0.0,Drama,,,60,0.6347,6.943,175.0,"Mobra Films, Why Not Productions, France 3 Cinéma, Les Films du Fleuve, Filmgate Films, Film i Väst",0.8828,0.31573999999999997,0.4444,20220603,2022-06-03,3,6,June,2022,22,Friday,K-12,,6121.0,bom,https://www.boxofficemojo.com/title/tt18550182/,"Film i Väst, Filmgate Films, France 3 Cinéma, Les Films du Fleuve, Mobra Films, Why Not Productions",1,12,10305.0,1,7,7971.0
12806,919573,tt19841734,The Innocent,L'Innocent,20221012,fr,99.0,Released,4000000.0,Comedy,Crime,,68,0.6441,6.753,369.0,"Les Films des Tournelles, Auvergne-Rhône-Alpes Cinéma, ARTE France Cinéma",1.1437,0.9692399999999999,1.6567,20221012,2022-10-12,12,10,October,2022,41,Wednesday,M,,12079.0,bom,https://www.boxofficemojo.com/title/tt19841734/,"ARTE France Cinéma, Auvergne-Rhône-Alpes Cinéma, Les Films des Tournelles",1,6,9176.0,1,49,9176.0
12807,919689,tt16611138,War of the Worlds: Annihilation,War of the Worlds: Annihilation,20211222,en,113.0,Released,0.0,Science Fiction,Action,War of the Worlds (Second Asylum) Collection,80,0.47,4.8,95.0,The Asylum,1.5155,1.63584,3.0436,20211222,2021-12-22,22,12,December,2021,51,Wednesday,PG-13,,,,,The Asylum,1,4,,1,3,
12808,919950,tt15761584,Thank You Guys,Grazie ragazzi,20230112,it,117.0,Released,0.0,Comedy,Drama,,25,1.0665,7.059,178.0,"Palomar, Wildside, Vision Distribution, Sky Italia",0.568,1.0153,1.4845,20230112,2023-01-12,12,1,January,2023,2,Thursday,17+,,838820.0,bom,https://www.boxofficemojo.com/title/tt15761584/,"Palomar, Sky Italia, Vision Distribution, Wildside",1,17,39169.0,1,32,898982.0
12809,919952,tt20871388,The Great Day,Il grande giorno,20221222,it,90.0,Released,0.0,Comedy,,,89,0.4377,6.193,376.0,"Agidi Due, Medusa Film",0.5335,1.20982,2.1674,20221222,2022-12-22,22,12,December,2022,51,Thursday,T,,1336615.0,bom,https://www.boxofficemojo.com/title/tt20871388/,"Agidi Due, Medusa Film",1,11,8885798.0,1,30,41020.0
12810,920081,tt16444610,Megaboa,Megaboa,20211126,en,100.0,Released,0.0,Action,Horror,,22,1.2641,6.3,470.0,"The Asylum, Emerald City Films",0.289,1.27848,4.3257,20211126,2021-11-26,26,11,November,2021,47,Friday,16,,,,,"Emerald City Films, The Asylum",1,1,,1,438,98424.0
12811,920220,tt15538570,Johnny,Johnny,20220923,pl,120.0,Released,0.0,Drama,,,8,1.5465,7.3,90.0,"Next Film, TVN, Moderator Inwestycje, Warmia Resort, Visual Work Rebel Media, Festival Group, Pressprom, Abstraction Plan, Muzk Management, Salander, Esmetric, Cine Line, Dobra Robota, CineLine, Dreamsound",0.3765,0.4142799999999999,0.7278,20220923,2022-09-23,23,9,September,2022,38,Friday,12,,4225583.0,bom,https://www.boxofficemojo.com/title/tt15538570/,"Abstraction Plan, Cine Line, CineLine, Dobra Robota, Dreamsound, Esmetric, Festival Group, Moderator Inwestycje, Muzk Management, Next Film, Pressprom, Salander, TVN, Visual Work Rebel Media, Warmia Resort",0,0,,1,19,1286049.0
12812,920394,tt14369276,My Father's Violin,Babamın Kemanı,20220121,tr,112.0,Released,0.0,Drama,Music,,8,0.4537,7.9,338.0,BKM,0.5695,1.3125399999999998,2.965,20220121,2022-01-21,21,1,January,2022,3,Friday,12,,,,,BKM,1,4,521368.0,1,13,5900.0
12813,920640,tt16491386,En même temps,En même temps,20220406,fr,108.0,Released,3200000.0,Comedy,,,92,0.2429,5.084,119.0,"Ad Vitam Production, No Money Productions",0.5849,0.62954,1.1791,20220406,2022-04-06,6,4,April,2022,14,Wednesday,U,,461916.0,bom,https://www.boxofficemojo.com/title/tt16491386/,"Ad Vitam Production, No Money Productions",1,14,1786817.0,1,48,338168.0
12814,920125,tt6436620,White Men Can't Jump,White Men Can't Jump,20230511,en,101.0,Released,0.0,Comedy,Drama,,83,1.2089,6.342,288.0,"20th Century Studios, Khalabo Ink Society, Mortal Media",0.2515,2.0080400000000003,3.7517,20230511,2023-05-11,11,5,May,2023,19,Thursday,R,,,,,"20th Century Studios, Khalabo Ink Society, Mortal Media",1,1,3985882.0,1,8,23419.0
12815,921353,tt15837458,Wrong Place,Wrong Place,20220715,en,96.0,Released,0.0,Action,Crime,,22,1.7389,4.389,99.0,"Buffalo 8, Five Star Films, EFO Films",0.4317,2.09416,5.4947,20220715,2022-07-15,15,7,July,2022,28,Friday,16,,21623.0,bom,https://www.boxofficemojo.com/title/tt15837458/,"Buffalo 8, EFO Films, Five Star Films",1,2,64547.0,1,33,23954.0
12816,921355,tt14555174,Assassin,Assassin,20230331,en,88.0,Released,0.0,Action,Thriller,,83,1.2377,5.17,88.0,"Endless Media, Brickell & Broadbridge International, magiCity Studios, Altamira Media, 120dB Films",0.3657,1.8967800000000001,5.4947,20230331,2023-03-31,31,3,March,2023,13,Friday,R,,20939.0,bom,https://www.boxofficemojo.com/title/tt14555174/,"120dB Films, Altamira Media, Brickell & Broadbridge International, Endless Media, magiCity Studios",1,3,,1,159,29391.0
12817,921360,tt16527290,Wire Room,Wire Room,20220902,en,97.0,Released,0.0,Action,Crime,,83,1.8777,6.14,175.0,Five Star Films,1.9035,1.6442799999999997,5.4947,20220902,2022-09-02,2,9,September,2022,35,Friday,R,,,,,Five Star Films,1,7,96534.0,1,40,36913.0
12818,921452,tt17277414,Jeanne du Barry,Jeanne du Barry,20230516,fr,117.0,Released,22400000.0,Drama,History,,68,2.8522,6.9,664.0,"Why Not Productions, La Petite Reine, Impala Productions, Les Films de Batna, IN.2 FILM, Les Films du Fleuve, France 2 Cinéma, France 3 Cinéma, Red Sea Fund, World Vision Films, Okko",3.8605,3.4169600000000004,11.7829,20230516,2023-05-16,16,5,May,2023,20,Tuesday,M,,2656425.0,bom,https://www.boxofficemojo.com/title/tt17277414/,"France 2 Cinéma, France 3 Cinéma, IN.2 FILM, Impala Productions, La Petite Reine, Les Films de Batna, Les Films du Fleuve, Okko, Red Sea Fund, Why Not Productions, World Vision Films",1,6,1212751.0,1,28,268195.0
12819,921636,tt11274492,The Out-Laws,The Out-Laws,20230707,en,95.0,Released,0.0,Romance,Action,,83,2.2174,5.987,779.0,Happy Madison Productions,0.2582,3.3128600000000006,4.6084,20230707,2023-07-07,7,7,July,2023,27,Friday,R,,,,,Happy Madison Productions,1,6,,1,30,595350.0
12820,921643,tt14307536,A Jazzman's Blues,A Jazzman's Blues,20220916,en,127.0,Released,0.0,Drama,Romance,,83,0.6164,7.476,145.0,Tyler Perry Studios,4.3201,1.03356,2.2963,20220916,2022-09-16,16,9,September,2022,37,Friday,R,,,,,Tyler Perry Studios,1,41,27062332.0,1,4,9909.0
12821,921785,tt16425284,Mixed by Erry,Mixed by Erry,20230302,it,113.0,Released,8538750.0,Comedy,History,,83,0.9352,7.443,481.0,"Groenlandia, RAI Cinema",1.3378,0.60418,1.369,20230302,2023-03-02,2,3,March,2023,9,Thursday,R,,263339.0,bom,https://www.boxofficemojo.com/title/tt16425284/,"Groenlandia, RAI Cinema",1,8,,1,1,2116711.0
12822,922017,tt16760592,Chief Daddy 2: Going for Broke,Chief Daddy 2: Going for Broke,20211217,en,112.0,Released,0.0,Comedy,,Chief Daddy Collection,6,0.214,6.0,88.0,,0.8817,0.50722,1.0134,20211217,2021-12-17,17,12,December,2021,50,Friday,10,,,,,,1,10,4905.0,1,19,4068.0
12823,922705,tt19733052,Les SEGPA,Les SEGPA,20220420,fr,99.0,Released,0.0,Comedy,,Les SEGPA - Saga,92,0.5398,5.313,88.0,"Apollo Films, Darka Movies",0.64645,0.34064,0.4573,20220420,2022-04-20,20,4,April,2022,16,Wednesday,U,,1591234.0,bom,https://www.boxofficemojo.com/title/tt19733052/,"Apollo Films, Darka Movies",1,2,,1,3,1043820.0
12824,921655,tt11278476,Rescued by Ruby,Rescued by Ruby,20220317,en,93.0,Released,0.0,Family,Drama,,54,0.8808,7.472,352.0,Fezziwig Studios,0.9467,1.75048,2.6734,20220317,2022-03-17,17,3,March,2022,11,Thursday,G,,,,,Fezziwig Studios,1,10,623088.0,1,9,37516.0
12825,923597,tt15422240,Eraser: Reborn,Eraser: Reborn,20220331,en,102.0,Released,0.0,Action,Crime,Eraser Collection,83,1.9055,6.193,157.0,"Warner Bros. Home Entertainment Group, Roserock Films",0.6938,1.30214,1.8822,20220331,2022-03-31,31,3,March,2022,13,Thursday,R,,,,,"Roserock Films, Warner Bros. Home Entertainment Group",1,4,3880053.0,1,4,23864.0
12826,923344,tt19820538,Next Sohee,다음 소희,20221121,ko,138.0,Released,0.0,Drama,Thriller,,90,0.9641,7.244,133.0,"Twin Plus Partners, Crank-Up Film, Zurty Studios",0.2108,0.9111,1.376,20221121,2022-11-21,21,11,November,2022,47,Monday,TP,,157028.0,bom,https://www.boxofficemojo.com/title/tt19820538/,"Crank-Up Film, Twin Plus Partners, Zurty Studios",1,3,448777.0,1,2,14273.0
12827,923632,tt14992922,The Tinder Swindler,The Tinder Swindler,20220202,en,114.0,Released,0.0,Documentary,Crime,,8,1.6869,6.963,1081.0,"AGC Studios, RAW, Gaspin Media",0.1449,0.12210000000000001,0.1521,20220202,2022-02-02,2,2,February,2022,5,Wednesday,12,,,,,"AGC Studios, Gaspin Media, RAW",0,0,,0,0,
12828,923667,tt20316748,Twilight of the Warriors: Walled In,九龍城寨之圍城,20240501,cn,125.0,Released,38400000.0,Action,Crime,Twilight of the Warriors Collection,37,5.6388,7.0,422.0,"Entertaining Power, One Cool Films, Sil-Metropole Organisation, HG Entertainment, Tao Piao Piao, Media Asia Films, Lian Ray Pictures",0.9115,2.4104200000000002,3.7645,20240501,2024-05-01,1,5,May,2024,17,Wednesday,A,,145212.0,bom,https://www.boxofficemojo.com/title/tt20316748/,"Entertaining Power, HG Entertainment, Lian Ray Pictures, Media Asia Films, One Cool Films, Sil-Metropole Organisation, Tao Piao Piao",1,21,377438.0,1,25,645603.0
12829,923993,tt16424988,Your Lucky Day,Your Lucky Day,20231110,en,89.0,Released,0.0,Thriller,Crime,,83,0.8021,5.926,88.0,"Paradigm Talent Agency, Cine+ OCS, VVS Films",0.4455,0.85938,1.6137,20231110,2023-11-10,10,11,November,2023,45,Friday,R,,13737.0,bom,https://www.boxofficemojo.com/title/tt16424988/,"Cine+ OCS, Paradigm Talent Agency, VVS Films",1,2,,1,2,
12830,925102,tt16953666,The Night of the 12th,La Nuit du 12,20220713,fr,114.0,Released,0.0,Crime,Mystery,,68,0.9119,6.945,738.0,"Haut et Court, Versus Production, Auvergne-Rhône-Alpes Cinéma, RTBF, VOO, BeTV, Proximus",0.5316,1.16928,2.3008,20220713,2022-07-13,13,7,July,2022,28,Wednesday,M,,2728.0,bom,https://www.boxofficemojo.com/title/tt16953666/,"Auvergne-Rhône-Alpes Cinéma, BeTV, Haut et Court, Proximus, RTBF, VOO, Versus Production",1,6,3389.0,1,58,29001.0
12831,925263,tt16731908,A Brighter Tomorrow,Il sol dell'avvenire,20230420,it,96.0,Released,13266839.0,Comedy,,,68,0.5883,7.002,333.0,"Sacher Film, Fandango, RAI Cinema, Le Pacte, France 3 Cinéma",1.2414,0.78246,1.2414,20230420,2023-04-20,20,4,April,2023,16,Thursday,M,,4421805.0,bom,https://www.boxofficemojo.com/title/tt16731908/,"Fandango, France 3 Cinéma, Le Pacte, RAI Cinema, Sacher Film",1,34,739838.0,1,54,60577.0
12832,925096,tt14913250,Everybody Loves Jeanne,Tout le monde aime Jeanne,20220907,fr,95.0,Released,0.0,Drama,Comedy,,8,0.2251,6.221,147.0,"France 3 Cinéma, Les films du Worso, SCOPE Pictures, O Som e a Fúria",0.4976,0.61802,0.9051,20220907,2022-09-07,7,9,September,2022,36,Wednesday,12,,367825.0,bom,https://www.boxofficemojo.com/title/tt14913250/,"France 3 Cinéma, Les films du Worso, O Som e a Fúria, SCOPE Pictures",1,4,,1,38,113584.0
12833,924482,tt6805938,The Ledge,The Ledge,20220218,en,86.0,Released,2500000.0,Thriller,Adventure,,83,2.8541,6.554,388.0,"Head Gear Films, Metrol Technology, Kreo Films, Trigger Films, Red Production, Evolution Pictures",0.2779,0.82846,1.783,20220218,2022-02-18,18,2,February,2022,7,Friday,R,,324050.0,bom,https://www.boxofficemojo.com/title/tt6805938/,"Evolution Pictures, Head Gear Films, Kreo Films, Metrol Technology, Red Production, Trigger Films",1,6,1794.0,1,7,10651884.0
12834,925705,tt10509906,The Long Night,The Long Night,20220204,en,91.0,Released,0.0,Horror,,,83,0.6419,4.858,81.0,"Sprokefeller Pictures, Adirondack Media Group, El Ride Productions, Hillin Entertainment",1.0935,1.40052,2.2061,20220204,2022-02-04,4,2,February,2022,5,Friday,R,,14981.0,bom,https://www.boxofficemojo.com/title/tt10509906/,"Adirondack Media Group, El Ride Productions, Hillin Entertainment, Sprokefeller Pictures",1,4,38302.0,1,50,15059.0
12835,925714,tt16987062,La Syndicaliste,La Syndicaliste,20230301,fr,122.0,Released,0.0,Thriller,Drama,,68,1.1844,6.672,174.0,"Heimatfilm, Le Bureau, France 2 Cinéma",0.2557,1.4356399999999998,2.3487,20230301,2023-03-01,1,3,March,2023,9,Wednesday,M,,8306.0,bom,https://www.boxofficemojo.com/title/tt16987062/,"France 2 Cinéma, Heimatfilm, Le Bureau",1,10,8891.0,1,177,10134.0
12836,925943,tt15376894,Saint Omer,Saint Omer,20221123,fr,123.0,Released,0.0,Drama,Crime,,80,0.7493,6.146,198.0,"Srab Films, Pictanovo, ARTE France Cinéma",0.5196,1.15082,1.9898,20221123,2022-11-23,23,11,November,2022,47,Wednesday,PG-13,,69232.0,bom,https://www.boxofficemojo.com/title/tt15376894/,"ARTE France Cinéma, Pictanovo, Srab Films",1,8,,1,1,
12837,926008,tt17007120,The Beanie Bubble,The Beanie Bubble,20230721,en,110.0,Released,0.0,Comedy,Drama,,83,0.8262,6.432,146.0,"Imagine Entertainment, Apple Studios",0.35345,2.4647599999999996,4.1183,20230721,2023-07-21,21,7,July,2023,29,Friday,R,,,,,"Apple Studios, Imagine Entertainment",0,0,,1,69,12416819.0
12838,926393,tt17024450,The Equalizer 3,The Equalizer 3,20230830,en,109.0,Released,70000000.0,Action,Thriller,The Equalizer Collection,83,12.8558,7.291,3575.0,"Columbia Pictures, Eagle Pictures, Escape Artists, ZHIV Productions",1.0044,3.8729999999999998,9.3735,20230830,2023-08-30,30,8,August,2023,35,Wednesday,R,,34604229.0,bom,https://www.boxofficemojo.com/title/tt17024450/,"Columbia Pictures, Eagle Pictures, Escape Artists, ZHIV Productions",1,19,36011640.0,1,74,38111.0
12839,926516,tt20511498,Happy 50,Plancha,20221026,fr,99.0,Released,0.0,Comedy,,Barbecue Collection,68,2.6889,5.303,157.0,"TF1 Films Production, StudioCanal, Same Player, Canal+",0.3542,0.65172,1.0368,20221026,2022-10-26,26,10,October,2022,43,Wednesday,M,,1314340.0,bom,https://www.boxofficemojo.com/title/tt20511498/,"Canal+, Same Player, StudioCanal, TF1 Films Production",1,10,919451.0,1,109,1953070.0
12840,926606,tt17023012,The Home,The Home,20250724,en,95.0,Released,0.0,Mystery,Horror,,83,3.9366,6.727,187.0,"Miramax, Man in a Tree Productions",0.4919,1.2404600000000001,1.9414,20250724,2025-07-24,24,7,July,2025,29,Thursday,R,,1037791.0,bom,https://www.boxofficemojo.com/title/tt17023012/,"Man in a Tree Productions, Miramax",1,5,31515110.0,1,37,911053.0
12841,926676,tt17041964,Navalny,Navalny,20220408,en,98.0,Released,0.0,Documentary,,,83,1.6394,7.235,272.0,"Fishbowl Films, RaeFilm Studios, Cottage M, CNN Films",1.1959,0.47648,1.002,20220408,2022-04-08,8,4,April,2022,14,Friday,R,,31065.0,bom,https://www.boxofficemojo.com/title/tt17041964/,"CNN Films, Cottage M, Fishbowl Films, RaeFilm Studios",1,4,37828.0,1,20,10571.0
12842,926670,tt7787524,Henry Danger: The Movie,Henry Danger: The Movie,20250117,en,86.0,Released,0.0,Action,Comedy,,79,6.3904,7.685,251.0,"Yes, Yes Coffee., Nickelodeon Movies",1.1347,2.2507600000000005,3.6776,20250117,2025-01-17,17,1,January,2025,2,Friday,PG,,,,,"Nickelodeon Movies, Yes, Yes Coffee.",1,9,1411031.0,1,14,507308.0
12843,926599,tt10092698,All Fun and Games,All Fun and Games,20230830,en,76.0,Released,0.0,Horror,Thriller,,83,0.8776,5.577,163.0,"Anton, AGBO",0.6543000000000001,2.19458,4.6464,20230830,2023-08-30,30,8,August,2023,35,Wednesday,R,,65445.0,bom,https://www.boxofficemojo.com/title/tt10092698/,"AGBO, Anton",1,3,,1,27,3780.0
12844,926980,tt14637290,The Privilege,Das Privileg - Die Auserwählten,20220209,de,107.0,Released,0.0,Horror,,,83,0.531,5.194,291.0,Bavaria Fiction,0.99105,0.64082,1.3319,20220209,2022-02-09,9,2,February,2022,6,Wednesday,R,,,,,Bavaria Fiction,1,4,1462259.0,1,12,
12845,926899,tt11703050,The House,The House,20220114,en,97.0,Released,0.0,Animation,Drama,,80,2.8786,7.022,1111.0,Nexus Studios,0.7897000000000001,1.9721400000000002,4.0045,20220114,2022-01-14,14,1,January,2022,2,Friday,PG-13,,,,,Nexus Studios,1,11,,1,11,3660.0
12846,927107,tt2016303,The Bricklayer,The Bricklayer,20231214,en,110.0,Released,23900000.0,Action,Thriller,,83,3.9316,5.765,379.0,"Eclectic Pictures, Millennium Media",1.1035,2.20666,4.0125,20231214,2023-12-14,14,12,December,2023,50,Thursday,R,,80277.0,bom,https://www.boxofficemojo.com/title/tt2016303/,"Eclectic Pictures, Millennium Media",1,26,475239.0,1,52,5047.0
12847,927254,tt0498396,The Twits,The Twits,20251017,en,99.0,Released,0.0,Animation,Comedy,,79,4.1474,6.128,86.0,"Jellyfish Pictures, The Roald Dahl Story Company, Netflix Animation Studios",1.3852,2.2286,7.3669,20251017,2025-10-17,17,10,October,2025,41,Friday,PG,,,,,"Jellyfish Pictures, Netflix Animation Studios, The Roald Dahl Story Company",1,1,56237634.0,1,78,23260790.0
12848,927341,tt13872380,Hunting Ava Bravo,Hunting Ava Bravo,20220401,en,90.0,Released,0.0,Thriller,Action,,49,0.5586,6.11,123.0,"Top Dead Center Films, The Mediapro Studio, Wild Sheep Content",0.3485,1.07002,3.3597,20220401,2022-04-01,1,4,April,2022,13,Friday,C,,,,,"The Mediapro Studio, Top Dead Center Films, Wild Sheep Content",0,0,,1,35,62504105.0
